StyleID;text;rating
709229;"Dieses Kleid ist einfach nur bezaubernd. Durch das Material und den Schnitt fließt das Kleid am Körper und "" klebt "" nirgends an. Leicht und luftig, so wie ein Sommerkleid sein sollte. Dazu ist es pflegeleicht. Schonwäsche, trocknen, anziehen. Ideal für die Reise. Werde mir noch eins bestellen. ";5
709229;Material ist schön, nur der Schnitt ist etwas zu breit;3
8623725;Optisch schön, Größe aber total daneben. Auch bei diesem Badeanzug muss ich leider die rote Karte zeigen, viel zu kurz und zu eng für die bestellte Größe 40. Ein Reinfall, nicht zu empfehlen, oder mindestens 1 Größe mehr;1
655046;Schönes material .Habe den BH schon in schwarz,deswegen habe ich noch mal bestellt.;5
515928;saß  seh r  gur;5
515928;super Material würde ich mir immer wieder bestellen;4
434886;Schöne Jeans, nur leider viel zu lang in der US Größe!;4
1709054;Sent gut :);5
9743730;Der Artikel erfüllt voll und ganz unsere Erwartungen. Preis und Qualität stimmen voll und ganz.;5
515928;Tolle Passform.;5
434886;ist im Schritt einfach zu weit;3
654563;Ein tolles Teil, in dem man sich nicht nur wohl fühlt, sondern auch auch richtig gut aussieht!!!;5
709229;Tolles Kleid kaschiert meine Rundungen, guter Materialmix, leichtes Sommerkleid werd ich oft tragen ;5
654563;Sehr angenehme Qualität und gute Passform.;5
9743730;Vorhänge sind einfach super. Gefallen mir noch besser als auf der Abbildung.;5
654563;Das Teil hat mich echt enttäuscht;2
1709054;Diese Tops sind einfach klasse. Sehr schön zu tragen.;4
1709054;Wunderschöne Shirts! Bin total begeistert! Material ist besser,als ich erwartet hatte. Werde mir noch andere Farben bestellen.;5
654563;Entspricht zu 100\ den Angaben;4
654563;Prima BH, kaufe sie schon lange. Bin voll und ganz zufrieden.;5
434886;top;5
654563;Sehr angenehm zu tragen. Sitzt perfekt. Top Preis-Leistungs-Verhältnis.;5
8623725;Toller Badeanzug! Habe zwei davon. Sitzt gut, auch in großen Größen. Habe mir die Träger gekürzt, waren bei mir zu lang. Der Busen soll ja nicht sonst wo hängen :-)! ;5
515928;sehr schöne Farbe und sitzt gut. Habe mir auch zusätzlich eine andere Farbe gekauft.;4
9743730;Super Ware-schöne schwere blickdichte Qualität- leider nicht bügelfrei-aber wirklich schön;5
434886;Durch den Gummizug in der Taille etwas locker sonst klasse;4
8623725;Sehr schöner Badeanzug. Die Raffungen sehern echt raffiniert aus. ;5
434886;Gute Passform;5
8623725;sehr chic -bin begeistert;5
8623725;Rasche Lieferung. Am Schenkel zu weit.;4
434886;Habe diese Jeans nun auch in blau für meinen Mann gekauft. Er bevorzugt diesen höher geschnittenen Bund. Der Stretcheinsatz ist ideal für's Büro.;5
1709054;Schöne Farben. Die lange der shirts ist optimal.Die Qualität ist sehr gut.;5
655046;gute Beratung, top service, schnelle Lieferung. ;4
515928;Passt, obwohl ich Zwischengrößen nicht unbedingt mag. ;4
434886;tolle jeans aber leider viel zu lang  material und form ansonsten sehr schön;5
709229;Angenehmes und pflegeleichtes Material. Stoff knittert kaum und ist somit super für den Urlaub im Sommer. Gut kombinierbar mit Capri-Leggings / Shirtjacke / Bolero wenn es kühler wird.;5
1709054;Gute Qualität ;5
515928;Die Farbe ist etwas gewoehnungsbeduerftig aber mal etwas anderes. Sitzt sehr gut und entspricht der angegebenen Groesse.;5
1709054;Sehr schöne Qualität, passt gut und tolle Farben.;5
8623725;Sieht sehr schön aus ;5
1709054;Super schön locker und gute Qualität ;5
1709054;Super schön locker und gute Qualität ;5
8623725;Tolle Farbe (grün), nicht zu aufdringlich, kaschiert wunderbar einige Pfunde. Schöne breite Träger. Auch die Polster sitzen gut. Ich bin sehr zufrieden! ;5
434886;Die Hose sitzt gut nur die Beinlänge passt nicht. Bin aber froh für den Preis eine so Grosse Größe zu bekommen.;3
655046;Super schön, ist aber leider in meiner Größe viel zu eng ausgefallen! ;4
1709054;Die weite ist perfekt, binbei der Arbeit immer in Bewegung da darf es nicht zu eng sein.;4
434886;Hose in Ordnung. Für diesen Preis sehr schön. Wir haben die Hose allerdings noch nicht gewaschen. Lieferung war schnell.;5
515928;Super Artikel, habe schon mehrere Farben zu Hause. Sehr zu empfehlen.;5
434886;Preis Leistung ist sehr gut ;4
9743730;Alles perfekt, Preis, Qualität. Hatte diesen Vorhang schon. Da er sehr pflegeleicht ist und auch sonst sehr gut aussieht, habe ich ihn jetzt noch einmal für ein anderes Zimmer bestellt. ;5
655046;Sehr guter Tragekomfort und super Material!;5
9743730;Habe schon einige verdunklungsvorhänge von bonprix und bin restlos zufrieden ;4
654563;Material gut ....sitzen leider alle unterschiedlich mal etwas enger aber auch genau richtig....schade das nicht alle gleich sitzen habe 3 bunte und 3 weiße ;3
654563;super schöne bequeme BH's ;5
553018;Farbe und Material wie im Angebot beschrieben. Ein sehr schön gearbeiteter und leichter Sommerschuh.;5
655046;Etwas  härteres, festes Material. Drückt ein bisschen die Brüste platter. Aber für den Preis völlig ok. Damit die Boobs nicht rumbaumeln, ist der BH top! :-) ;4
654563;BH's vom Material sehr schön und die Farben auch. Habe mir Gr. 85C bestellt und passte überhaupt nicht. Sah aus wie Pelle in Wurst. Schade.....;2
655046;Funktionell .;5
434886;Das Preisleistungsverhältnis ist in Ordnung.;3
9743730;Die Farbe der Vorhänge entsprach in keinster Weise der Angabe im Katalog. Es war ein Ton der schon ins ockergelb geht. Bei einem Vorhang konnte ich durch die Verpackung schon sehen, daß ein Faden gezogen war (oder Webfehler). Insgesamt war ich nur enttäuscht.;1
553018;Der BH ist qualitativ und aussehensmäßig nicht zu bemängeln, allerdings habe ich Schwierigkeiten mit der Größe. Bei 80D (meine normale BH Größe) sind die Träger einfach viel zu lang, sodass sie von der Schulter rutschen. Demnächst muss ich vielleicht einmal zu 75D greifen. ;3
1709054;Fünf T-Shirts aus reiner Baumwolle zu einem sehr günstigen Preis. Passend zu jeder Kleidung und endlich wieder lang!;5
434886;passt super;5
434886;Passt super;5
553018;Ich habe sie inzwischen in schwarz, blau, rot und nun in weiß. Trage Größe 41 und einen schmalen Fuß. Optimale Passform. Da der Schuh nicht so zu eng ist  passt er im Sommer oder abends, wenn der Fuß geschwollen ist bestens.;5
1709054;Es wäre toll, wenn es die Shirts in einzelnen Farben auch in 3er-Packs gäbe: 3 schwarze, 3 weiße, 3 rote, usw. Da ich 1,78 m groß bin, würde ich es begrüßen, wenn die Shirts noch 5 cm länger wären.;4
709229;Das Kleid entspricht genau meinen Erwartungen. Bei meiner Körpergröße von 156 cm ist es zwar etwas länger als auf den Abblidungen, aber damit hatte ich gerechnet und somit passt es genau so, wie ich es haben wollte.;5
1709054;Passform ist ok. Allerdings verziehen sich die Shirts bereits nach einer Wäsche bei 30°, zeigt sich an den Seitennähten. Auch am unteren Bund zeigten sich bereits nach der 1. Wäsche Falten, die sich nur mühsam herausbügeln lassen und sicherlich nach weiteren Wäschen vermehrt auftreten.;1
8623725;Hat mir leider nicht so gefallen. Hatte zum glück noch andere Badeanzüge zur Auswahl besgellt. Hat bei mir auch nicht sonderlich was geformt :/;3
1709054;Schönes leichtes Material,sitzt scvhön locker un umspielt die Problemzonen. Frische Farben gutes Tragegefühl.;5
434886;alles gut passt liebe grüße, Werner. danke;5
9743730;Das Produkt erfüllt die Ansprüche.;5
655046;Viel zu eng. Ging zurück;1
1709054;Diese T-Shirts sind super Basics. Die große Farbauswahl und der Preis sind top. Ob solo getragen oder unter Weste, Jacke oder Pullover, einfach gut zu kombinieren. Ich habe schon letztes Jahr 3 dieser Sets gekauft und häufig gewaschen. Keine Probleme: pflegeleicht 30°, danach in den Trockner (pflegeleicht und schonen), fertig. Bitte nicht als Kochwäsche 30°, dann könnten sie sich tatsächlich verziehen!;5
709229;Ich bin sehr zufrieden mit dem schönen Shirt-Kleid! Ich habe es in schwarz, dazu kann man eine weiße Leggings kombinieren und es sitzt einfach perfekt. Habe es in Größe 44 bestellt. Schöner leichter Stoff!;5
1709054;Für diesen Preis sehr schöne Longshirts. Fallen größer aus.  ;3
9743730;schöner leichter Stoff, sehr schön verarbeitet;5
1709054;Die Shirts haben den Trockner gut überstanden.;5
44970574;Schnitt unvorteilhaft, Material zu dick für eine Sommerhose, ging zurück;2
1709054;Schöne lange T-Shirts in guter Passform zu einem günstigen Preis.;5
8623725;sehr festes Material sitzt sehr gut;5
1709054;schöne, intensive Farben angenehmes Material angemessener Preis;4
709229;Riecht ein bisschen nach Farbe aber nach dem Waschen ok . Mein lieblings Kleid.;4
1709054;Für den Preis nicht schlecht. Beim Waschen bleiben die T-Shirts in Form.;5
1709054;Die T-Shirt´s haben die erste Wäsche ohne Probleme überstanden. Sie haben sich nicht verzogen. Die Farben sind echt toll. Werden nicht meine letzten bleiben.;5
553018;in den vergangenen Jahren war die Verarbeitung eindeutig besser. ich bin mit dem Artikel  nicht zufrieden. Schade!  ;1
654563;Super Kauf, ein wunderbares Tragegefühlauch die Farben sind sehr schön.;5
553018;Die grauen sind soooo dünn!! Die Schwarzen sind stabil und laufen sich gut, aber die Grauen.. Ne ne.. Man rutscht richtig hin und her. Nicht so schön.;3
1709054;Für diesen Preis sind die T-shirts ok. Bei mir verziehen sie sich kaum. Werde sie im Feinwaschgang waschen, das soll besser sein. Ich finde sie einfach nur toll !!!!;4
1709054;Für diesen Artikel wurde eine Rezension ohne Text abgegeben.;1
9743730;Ich habe diese Vorhänge in grün bestellt, schöne Farbe und ein guter Stoff.;4
709229;Kleid passt. Ist aber nur was für zuhause;3
9743730;Bin begeistert von den Vorhängen,wie die abdunkeln.;5
8623725;sehr gute Qualität gutes Preisleistungsverhältnis;5
553018;Die Ballerinas sind super bequem, ich werde sie auch noch in weiteren Farben bestellen!;4
1709054;"haben sich nach der Wäsche total verzogen;";2
709229;Einfach Super, bin sehr zufrieden. ;5
44970574;Die Hose gefiel mir eigentlich sehr gut. War mir nur viel zu lang. Farbe ist auch sehr schön. Habe mich trotzdem dafür entschieden sie zurück zuschicken.;5
709229;Der Artikel ist in Ordnung, sowohl Preis und Qualität. Allerdings bin ich wegen der Lieferzeiten verärgert. 1. Nach Erhalt des Kataloges habe ich umgehend bestellen wollen, leider waren 60% der von mir ausgewählten Artikel schon ausverkauft. 2. Der erste Teil der Lieferung kam nach über einer Woche, der nächste Artikel mehr als eine weitere Woche später, noch habe ich nicht alle bestellten Artikel erhalten. Aus diesem Grunde bin ich mit diesem Teil Ihres Services unzufrieden.;3
1709054;Habe die T-Shirts in 36/38 bestellt.. jedoch waren sie viel zu weit und auch sehr lang..  Meine Mutter trägt 48 und selbst ihr waren die Shirts noch zu groß. Ansonsten sind die T-Shirts wirklich sehr schön.;2
1709054;Habe wenig erwartet für den Preis. Bin trotzdem enttäuscht: Bis auf ein Shirt, das insgesamt enger war, waren alle V-Ausschnitte nicht tragbar. Viel zu groß, wenn man nicht barbusig unterwegs sein will und die Ausschnittverblendung stand ab und hat sich gewellt, so dass es auch mit Top darunter nicht ging.;1
1709054;Habe die T-Shirts schon in jegliche Farben, mit und ohne Ärmel. Beim Waschen hat sich da noch nie etwas verändert an Farbe oder Form. Obwohl sie sehr oft gewaschen werden, da ich sie für die Arbeit brauche. Ich kanns nur empfehlen! Seit kurzem ist auch das Material viel sanfter geworden, seit meiner letzten Bestellung im Juni. Wirklich super!;5
553018;Habe leider auf die Empfehlung der anderen Kundinnen gehört und den Schuh in Größe 39 bestellt (schwanke sonst zwischen 39-40, eher 39). Viel zu klein :-( Entweder ist die Verarbeitung jetzt anders oder meine Füße jenseits jeglicher Norm. Schade. Probier jetzt nochmal 40 zu bestellen und bin gespannt.;4
553018;Ich habe diese Ballerina in schwarz und Größe 37 gekauft, obwohl ich eigentlich 38 habe. So passen sie jetzt aber sehr gut, sind leicht, die Sohle flexibel und die Ballerina halten sicher nicht die nächsten 5 Jahre, aber für den Preis lang genug. Nur zu empfehlen!;5
553018;Ich habe gerade diese Ballerinas in schwarz, weiß und grau bekommen. Schwarz und weiß sind im großen und ganzen okay. Grau macht einen sehr unstabilen Eindruck. Die Schuhe an sich sind sehr dünn und die Sohle ist sehr flach. Farben sind gut. Ich denke ich werde sie trotzdem alle behalten, da man für den Preis vielleicht nicht mehr verlangen kann.;3
654563;Die BHs sind echt bequem und super schön. Top Qualität! Für den Preis lohnt es sich.;5
553018;"Ich habe den Schuh in ""Schlange"", er passt ganz genau und macht einen hübschen Fuß. Das Blumenfutter ist extrem häßlich, sieht man ja aber nicht.";5
553018;"Ich liebe Ballerinas, besonders, wenn sie so schön weich sind wie diese hier! Sie sind echt toll, vor allem die Farbe! Und ich muss mich wirklich zurückhalten, alle Farben zu bestellen;-) Größe 38 passt super, bei meiner normalen Schuhgröße von 39. Ich kann die Ballerinas nur empfehlen! EINFACH TOLL! ";5
434886;Material,Farbe,Qualität,alles bestens.;5
1709054;Schöne krätige Farben.Super Passform.;5
8623725;Artikel sieht auf dem foto besser aus muss auch eine nummer grösser bestellt werden da aber meine gesamte bestellung vom lager aus nicht den artikeln entsprach und das nachbestellen auch in die hose gingund bei dem badeanzug der hermes shop trotz anruf nach 5 min nicht dort abgeliefert wurde sehr traurig ;1
434886;hat alles super geklappt.;4
655046;Hält alles fest zusammen. Bin ganz zufrieden.;4
654563;Angenehm auf der Haut, Preis ist total ok;4
9743730;Ich habe meine ganze Wohnung mit diesen Vorhängen bestückt, super- und sie haben auch dämmenden Eigenschaften, gegen Hitze  und Kälte von außen. Bin sehr zufrieden!!;5
9743730;Der Vorhang ist super! Die Qualität nicht ganz so schwer wie gedacht, aber trotzdem für den Preis einfach unschlagbar! Er dunkelt in grün perfekt ab und hält auch die Kälte draussen.;5
434886;super Bund;5
655046;ok;2
434886;Die Hose sitzt angenehm und wird durch den Dehnbund optimal gehalten.;5
8623725;Leider schickte ich den Badeanzug zurück, da mir die Oberweite zu klein war.;3
654563;Die Träger sind sehr breit, habe die BHs in Größe 90 bestellt und finde sie fallen knapp aus. Alles in allem aber in Ordnung für den Preis.;4
434886;zu weit und nicht sehr anschmiegsam;2
553018;diese schuhe sind zwar sehr bequem und schön, man bekommt aber extreme schweißfüße!!!!!!!!!!! meine füße stanken schon am 3. tag so extrem und ich habe davon fußpilz bekommen, da der fuß immer feucht war. also ich werde sie kein 2. mal kaufen!!!;2
9743730;habe die vorhänge in grün bestellt, sind echt super und machen gut dunkel vor allem wenn man es gewohnt ist im dunkeln zu schlafen. mein mann hat ständig nachtschicht und schläft am Tage. mit den vorhängen die das zimmer gut verdunkeln kann er super schlafen, nur in orange  ist die farbe nicht kräftig genug.;5
655046;angenehm zu tragen, Material + Verarbeitung sehr gut, Preis + Leistung passt genau;5
654563;Ich bin sehr begeistert von den BHs. Sie kneifen nicht und machen auch bei kleiner Brust einen wirklich schön geformten Busen. Super!;5
515928;Sitzt richtig gut!!;4
553018;Ich habe die Schuhe in grau bestellt und ich bin echt zufrieden damit! Ich bekomme keine Blasen was eigentlich ziemlich oft bei Ballerinas ist. Ich bin echt zufrieden. ABER ich finde die Schleife vorne zwar gut, bloß bei meinem linken Schuh ist die Schleife ein bisschen umgeknickt und es dauert ein bisschen, bis man es wieder richtig hat (ich habe es bis jetzt immer noch nicht geschafft..).;5
709229;zu groß, Qualität war super ;5
654563;Ich habe sie schon zum zweiten mal bestellt und bin wieder total begeistert.Sie sehen zwar etwas anders aus, als auf dem Bild, sind aber wiklich super bequem und sitzen einwandfrei. Leider verwaschen sie schnell bei heißer Wäsche, aber für den Preis kann man sie wirklich Problemlos immer wieder nachbestellen. Sonst kostet ja einer schon so viel und nun bekommt man für den gleichen Preis gleich drei und dann auch noch in drei Farben, also für jede Garderobe den pasenden BH! Super!;5
655046;Angenehm zu tragen, sitzt fest, gut geeignet für Sport;4
654563;Sitzt perfekt!;5
9743730;Wir haben diese Vorhänge in grün und sie sehen wirklich toll aus ....die Farbe ist sehr schön und die Vorhänge dunkeln sehr gut ab ....absolut zu empfehlen !!!;5
709229;Wunderbare Qualität des Materials, die Farben sind einfach klasse. Kurzum, einfach wunderbar und ich habe es noch nicht eine Sekunde bereut, es gekauft zu haben, ganz im Gegenteil...;5
1709054;Für diesen Artikel wurde eine Rezension ohne Text abgegeben.;1
515928;Material angenehm zu tragen, passt genau, Artikel in x-Farben erhältlich, super;5
8623725;Super Paßform;5
655046;Stabilisierend für leichte Bewegung;4
515928;Immer sehr schöne Artikel und immer schnelle Lieferung. Sehr zufrieden. Kann man nur weiterempfehlen.  ;4
553018;Aussehen tut er gut.;3
709229;Ich war sehr angenehm überrascht. Ein tolles Kleid für Haus und Garten.....;5
44970574;sehr schöne Hose ,aber leider mal wieder viel zu kurz.warum wird mal nicht an die grossen Frauen gedacht die über 1,75 m sind.Habe die Hose aber trotzdem gekauft weil ich sie in den halbstiefel  tragen kann;4
1709054;Ich bin sehr zufrieden mit den T-Shirts. Auch die Tops sind super. Nicht ein bißchen hat sich Farbe oder Form verändert. Ich habe die ersten Shirts schon im letzten Jahr gekauft und sie sind noch wie neu. Ich wasche sie bei 40° in der Maschine und würde sie immer wieder kaufen. ;5
1709054;leider haben sich die Shirts beim Waschen völlig verzogen. Sie leiern auch sehr aus, auch am Kragen, das sollte aber eigentlich ein festes Bündchen sein. Ich habe sie vor dem Waschen gern getragen und dann nicht mehr. Jetzt liegen sie gewaschen und gebügelt im Schrank herum. Ausserdem sind die Ärmel sehr lang und sehr weit, das sieht irgendwie seltsam aus. Ich habe das Set türkis, pink, gelb, schwarz, weiss gekauft und das weiße ist wirklich ganz hinüber, nach nur 1 Wäsche. Schade, auch für den Preis.;2
553018;Hübscher Schuh, Preis/Leistungsverhältnis stimmt.;4
553018;Bin nicht ganz einig, trage immer 39 aber diese Größe 39 finde ich zu kurz, drückt stark seitlich auf den grossen Zeh - Nagelbettentzündung vorprogrammiert. Also ich würde nicht eine Nummer kleiner bestellen, ich tausche nun gegen die Größeren. Lieber eine Sohle einlegen als Druckstellen.;4
553018;Ich habe den Schuh in 39 bestellt und er passt super :-) Das ist echt ein toller Schuh für den Preis  Ich kann ihn nur empfehlen ;5
1709054;Ich habe mich Gefreut, endlich mal wieder Longshirt, vor allem für Größen ab der 44. Ich habe dieses 5-er Pack mitlerweile mehr als 1 mal gewaschen und muss sagen, dass die Shirt auch nach dem Waschen noch völlig in Ordnung sind. Bisher hat sich weder etwas verzogen, noch ist irgendwie was breiter geworden. Für diesen Preis ein wirklich guter Artikel! Ich habe diesen Kauf bisher absolut nicht bereut!;5
9743730;Gute Qualitaet. Artikel entspricht voll Beschreibung u meinen Erwartungen.;5
655046;Top!! Sitzt wie angegossen!!!;5
709229;Super Klei d,frohe Farbe ;5
553018;können wir nicht beurteilen, da uns leider falsche größe geschickt wurde ;1
709229;Super tolles Stretchkleid! Habe es in schwarz mit Punkten und Blumenmuster. Toll zur Leggings kombinierbar! Ganz leichter Stoff. Mein absolutes Lieblingsstück!;5
44970574;eine tolle Hose  die angenehm zu tragen ist! schönes weichen Material. ;5
434886;Hose hat einen guten Schnitt, sitzt nahezu perfekt, und ist durch den Dehnbund bequem und sehr gut geeignet, wenn man dazu neigt, mal ein paar Kilo ab und wieder zuzunehmen. ;5
553018;Habe mir 3 Paar bestellt und hatte jetzt erstmalig Gelegenheit sie zu tragen. Ich muss sagen: Für den Preis tolle Sommerschuhe! Hätte ich nicht gedacht. Werde mir gleich noch ein paar bestellen in anderen Farben. Die roten Ballerinas sind DER Hingucker auf der Straße, weil sie wirklich quietschrot sind. :);5
515928;Beide sind gut verarbeitet und sind angenehm zu tragen.;5
44970574;Hose insgesamt recht eng, Beine jedoch weit, nicht wie beschrieben 'schmal'.;2
709229;Tolles Teil (habe es in Schwarz)...an warmen Tagen als Kleid, oder mit Leggings/Strumpfhose...oder mit T-Shirt/Langarmshirt drunter und Jeans...einfach schööön :-);5
1709054;Eigentlich hatte ich bei Ihnen 5 Long-Shirts in, wie abgebildet gestreift in unterschiedlichen Farben bestellt, erhalten habe ich jedoch 5 unterschiedliche UNI-FARBENE SHIRTS. Da ich nach wie vor an den gestreiften Shirts interessiert bin, wäre es nett, wenn Sie mir hierzu eine Stellungnahme zukommen ließen Mfg. G.vGuelich g.v.guelich@t-online.de;2
515928;Ich habe mir Slip und BH in schoko bestellt. Echt super in der Farbe und Paßform. Ich habe mir heute sofort noch ein Set in weiß und Slips in schwarz nachbestellt. Es ist angenehm zu tragen und ich habe es bereits gewaschen. Es bleibt wie es ist. Tolles  Preisleistungsverhältnis trotz großer Größe.;5
709229;Das Kleid kam soeben und ich probierte es gleich und bin begeistert. Sehr schön zum kombinieren -> über eine enge Jeans, zu Leggings oder einfach so. Ich hab´s in schwarz und man kann rot, weiss, gelb oder auf welche Farbe man Lust hat dazu kombinieren. Trage Gr.42 und habe es in 40/42 bestellt und finde es gut so (BH 85 C), bei einer Nummer kleiner würde es wieder um den Busen rum nicht sitzen. Und bei dem Preis kann man nix falsch machen, ehrlich.;5
709229;ich habe mir das Kleid in khaki gekauft und es ist super kombinierbar z.B. einer Leggings. Der Stoff fühlt sich super auf der Haut an und es ist sehr pflegeleicht. Ich empfehle es weiter und trage das Kleid super gerne... bei der Größe kann man auch gerne eine Nummer kleiner als sonst nötig bestellen, denn es ist wirklich wie beschrieben ein Stretchkleid... Viel Spaß.;5
709229;Ich habe Größe 38 und habe mir noch nie etwas aus Synthetik angezogen. Aber es sitzt bombig und gefällt mir an mir. Kann mir auch ein schmales T-Shirt drunter anziehen. So ziehe ich es auch in kälterer Zeit an und ich fühle mich wohl.  ;3
434886;Ich / Wir haben diese Hose schon einige Male bestellt. Bei der letzten Lieferung waren einige Reißverschlüsse hakelig, auch sonst ist die Verarbeitung schlechter geworden. Schade. ;3
